#,startOfYear,lastUpdate,dateDiff
4911,1982-01-01,2024-06-28,42
4912,1983-01-01,2024-06-28,41
4913,1984-01-01,2024-06-28,40
4914,1985-01-01,2024-06-28,39
4915,1986-01-01,2024-06-28,38
4916,1987-01-01,2024-06-28,37
4917,1988-01-01,2024-06-28,36
4918,1989-01-01,2024-06-28,35
4919,1990-01-01,2024-06-28,34
4920,1991-01-01,2024-06-28,33
4921,1992-01-01,2024-06-28,32
4922,1993-01-01,2024-06-28,31
4923,1994-01-01,2024-06-28,30
4924,1995-01-01,2024-06-28,29
4925,1996-01-01,2024-06-28,28
4926,1997-01-01,2024-06-28,27
4927,1998-01-01,2024-06-28,26
4928,1999-01-01,2024-06-28,25
4929,2000-01-01,2024-06-28,24
4930,2001-01-01,2024-06-28,23
4931,2002-01-01,2024-06-28,22
4932,2003-01-01,2024-06-28,21
4933,2004-01-01,2024-06-28,20
4934,2005-01-01,2024-06-28,19
4935,2006-01-01,2024-06-28,18
4936,2007-01-01,2024-06-28,17
4937,2008-01-01,2024-06-28,16
4938,2009-01-01,2024-06-28,15
4939,2010-01-01,2024-06-28,14
4940,2011-01-01,2024-06-28,13
4941,2012-01-01,2024-06-28,12
4942,2013-01-01,2024-06-28,11
4943,2014-01-01,2024-06-28,10
4944,2015-01-01,2024-06-28,9
4945,2016-01-01,2024-06-28,8
4946,2017-01-01,2024-06-28,7
4947,2018-01-01,2024-06-28,6
4948,2019-01-01,2024-06-28,5
4949,2020-01-01,2024-06-28,4
4950,1981-01-01,2024-06-28,43
4951,2021-01-01,2024-06-28,3
4952,2022-01-01,2024-06-28,2
4953,1953-01-01,2024-06-28,71
4954,1969-01-01,2024-06-28,55
4955,1990-01-01,2024-06-28,34
4956,1991-01-01,2024-06-28,33
4957,1992-01-01,2024-06-28,32
4958,1993-01-01,2024-06-28,31
4959,1994-01-01,2024-06-28,30
4960,1995-01-01,2024-06-28,29
4961,1996-01-01,2024-06-28,28
4962,1997-01-01,2024-06-28,27
4963,1998-01-01,2024-06-28,26
4964,1999-01-01,2024-06-28,25
4965,2000-01-01,2024-06-28,24
4966,2001-01-01,2024-06-28,23
4967,2002-01-01,2024-06-28,22
4968,2003-01-01,2024-06-28,21
4969,2004-01-01,2024-06-28,20
4970,2005-01-01,2024-06-28,19
4971,2006-01-01,2024-06-28,18
4972,2007-01-01,2024-06-28,17
4973,2008-01-01,2024-06-28,16
4974,2009-01-01,2024-06-28,15
4975,2010-01-01,2024-06-28,14
4976,2011-01-01,2024-06-28,13
4977,2012-01-01,2024-06-28,12
4978,2013-01-01,2024-06-28,11
4979,2014-01-01,2024-06-28,10
4980,2015-01-01,2024-06-28,9
4981,2016-01-01,2024-06-28,8
4982,2017-01-01,2024-06-28,7
4983,2018-01-01,2024-06-28,6
4984,2019-01-01,2024-06-28,5
4985,1991-01-01,2024-06-28,33
4986,1992-01-01,2024-06-28,32
4987,1993-01-01,2024-06-28,31
4988,1994-01-01,2024-06-28,30
4989,1995-01-01,2024-06-28,29
4990,1996-01-01,2024-06-28,28
4991,1997-01-01,2024-06-28,27
4992,1998-01-01,2024-06-28,26
4993,1999-01-01,2024-06-28,25
4994,2000-01-01,2024-06-28,24
4995,2001-01-01,2024-06-28,23
4996,2002-01-01,2024-06-28,22
4997,2003-01-01,2024-06-28,21
4998,2004-01-01,2024-06-28,20
4999,2005-01-01,2024-06-28,19
5000,2006-01-01,2024-06-28,18
5001,2007-01-01,2024-06-28,17
5002,2008-01-01,2024-06-28,16
5003,2009-01-01,2024-06-28,15
5004,2010-01-01,2024-06-28,14
5005,2011-01-01,2024-06-28,13
5006,2012-01-01,2024-06-28,12
5007,2013-01-01,2024-06-28,11
5008,2014-01-01,2024-06-28,10
5009,2015-01-01,2024-06-28,9
5010,2016-01-01,2024-06-28,8
5011,2017-01-01,2024-06-28,7
5012,2018-01-01,2024-06-28,6
5013,2019-01-01,2024-06-28,5
5014,2020-01-01,2024-06-28,4
5015,1980-01-01,2024-06-28,44
5016,1981-01-01,2024-06-28,43
5017,1982-01-01,2024-06-28,42
5018,1983-01-01,2024-06-28,41
5019,1984-01-01,2024-06-28,40
5020,1985-01-01,2024-06-28,39
5021,1986-01-01,2024-06-28,38
5022,1987-01-01,2024-06-28,37
5023,1988-01-01,2024-06-28,36
5024,1989-01-01,2024-06-28,35
5025,1990-01-01,2024-06-28,34
5026,2021-01-01,2024-06-28,3
5027,2022-01-01,2024-06-28,2
5028,1981-01-01,2024-06-28,43
5029,1983-01-01,2024-06-28,41
5030,1984-01-01,2024-06-28,40
5031,1985-01-01,2024-06-28,39
5032,1986-01-01,2024-06-28,38
5033,1987-01-01,2024-06-28,37
5034,1988-01-01,2024-06-28,36
5035,1990-01-01,2024-06-28,34
5036,1991-01-01,2024-06-28,33
5037,1992-01-01,2024-06-28,32
5038,1993-01-01,2024-06-28,31
5039,1994-01-01,2024-06-28,30
5040,1995-01-01,2024-06-28,29
5041,1996-01-01,2024-06-28,28
5042,1997-01-01,2024-06-28,27
5043,1998-01-01,2024-06-28,26
5044,1999-01-01,2024-06-28,25
5045,2000-01-01,2024-06-28,24
5046,2001-01-01,2024-06-28,23
5047,2002-01-01,2024-06-28,22
5048,2003-01-01,2024-06-28,21
5049,2004-01-01,2024-06-28,20
5050,2005-01-01,2024-06-28,19
5051,2006-01-01,2024-06-28,18
5052,2007-01-01,2024-06-28,17
5053,2008-01-01,2024-06-28,16
5054,2009-01-01,2024-06-28,15
5055,2010-01-01,2024-06-28,14
5056,2011-01-01,2024-06-28,13
5057,2012-01-01,2024-06-28,12
5058,2013-01-01,2024-06-28,11
5059,2014-01-01,2024-06-28,10
5060,2015-01-01,2024-06-28,9
5061,2016-01-01,2024-06-28,8
5062,2017-01-01,2024-06-28,7
5063,2018-01-01,2024-06-28,6
5064,2019-01-01,2024-06-28,5
5065,2020-01-01,2024-06-28,4
5066,1980-01-01,2024-06-28,44
5067,1982-01-01,2024-06-28,42
5068,1989-01-01,2024-06-28,35
5069,2021-01-01,2024-06-28,3
5070,2022-01-01,2024-06-28,2
5071,1970-01-01,2024-06-28,54
5072,1977-01-01,2024-06-28,47
5073,1980-01-01,2024-06-28,44
5074,1981-01-01,2024-06-28,43
5075,1982-01-01,2024-06-28,42
5076,1983-01-01,2024-06-28,41
5077,1984-01-01,2024-06-28,40
5078,1985-01-01,2024-06-28,39
5079,1986-01-01,2024-06-28,38
5080,1987-01-01,2024-06-28,37
5081,1988-01-01,2024-06-28,36
5082,1989-01-01,2024-06-28,35
5083,1990-01-01,2024-06-28,34
5084,1991-01-01,2024-06-28,33
5085,1992-01-01,2024-06-28,32
5086,1993-01-01,2024-06-28,31
5087,1994-01-01,2024-06-28,30
5088,1995-01-01,2024-06-28,29
5089,1996-01-01,2024-06-28,28
5090,1997-01-01,2024-06-28,27
5091,1998-01-01,2024-06-28,26
5092,1999-01-01,2024-06-28,25
5093,2000-01-01,2024-06-28,24
5094,2001-01-01,2024-06-28,23
5095,2002-01-01,2024-06-28,22
5096,2003-01-01,2024-06-28,21
5097,2004-01-01,2024-06-28,20
5098,2005-01-01,2024-06-28,19
5099,2006-01-01,2024-06-28,18
5100,2007-01-01,2024-06-28,17
5101,2008-01-01,2024-06-28,16
5102,2009-01-01,2024-06-28,15
5103,2010-01-01,2024-06-28,14
5104,2011-01-01,2024-06-28,13
5105,2012-01-01,2024-06-28,12
5106,2013-01-01,2024-06-28,11
5107,2014-01-01,2024-06-28,10
5108,2015-01-01,2024-06-28,9
5109,2016-01-01,2024-06-28,8
5110,2017-01-01,2024-06-28,7
5111,2018-01-01,2024-06-28,6
5112,2019-01-01,2024-06-28,5
5113,2020-01-01,2024-06-28,4
5114,2021-01-01,2024-06-28,3
5115,2022-01-01,2024-06-28,2
5116,1980-01-01,2024-06-28,44
5117,1981-01-01,2024-06-28,43
5118,1982-01-01,2024-06-28,42
5119,1983-01-01,2024-06-28,41
5120,1984-01-01,2024-06-28,40
5121,1985-01-01,2024-06-28,39
5122,1986-01-01,2024-06-28,38
5123,1987-01-01,2024-06-28,37
5124,1988-01-01,2024-06-28,36
5125,1989-01-01,2024-06-28,35
5126,1992-01-01,2024-06-28,32
5127,1993-01-01,2024-06-28,31
5128,1994-01-01,2024-06-28,30
5129,1995-01-01,2024-06-28,29
5130,1996-01-01,2024-06-28,28
5131,1997-01-01,2024-06-28,27
5132,1998-01-01,2024-06-28,26
5133,1999-01-01,2024-06-28,25
5134,2000-01-01,2024-06-28,24
5135,2001-01-01,2024-06-28,23
5136,2002-01-01,2024-06-28,22
5137,2003-01-01,2024-06-28,21
5138,2004-01-01,2024-06-28,20
5139,2005-01-01,2024-06-28,19
5140,2006-01-01,2024-06-28,18
5141,2007-01-01,2024-06-28,17
5142,2008-01-01,2024-06-28,16
5143,2009-01-01,2024-06-28,15
5144,2010-01-01,2024-06-28,14
5145,2011-01-01,2024-06-28,13
5146,2012-01-01,2024-06-28,12
5147,2013-01-01,2024-06-28,11
5148,2014-01-01,2024-06-28,10
5149,2015-01-01,2024-06-28,9
5150,2016-01-01,2024-06-28,8
5151,2017-01-01,2024-06-28,7
5152,2018-01-01,2024-06-28,6
5153,2019-01-01,2024-06-28,5
5154,2020-01-01,2024-06-28,4
5155,1990-01-01,2024-06-28,34
5156,1991-01-01,2024-06-28,33
5157,2021-01-01,2024-06-28,3
5158,2022-01-01,2024-06-28,2
5159,1970-01-01,2024-06-28,54
5160,1971-01-01,2024-06-28,53
5161,1972-01-01,2024-06-28,52
5162,1973-01-01,2024-06-28,51
5163,1974-01-01,2024-06-28,50
5164,1975-01-01,2024-06-28,49
5165,1976-01-01,2024-06-28,48
5166,1977-01-01,2024-06-28,47
5167,1978-01-01,2024-06-28,46
5168,1979-01-01,2024-06-28,45
5169,1980-01-01,2024-06-28,44
5170,1981-01-01,2024-06-28,43
5171,1982-01-01,2024-06-28,42
5172,1983-01-01,2024-06-28,41
5173,1984-01-01,2024-06-28,40
5174,1985-01-01,2024-06-28,39
5175,1986-01-01,2024-06-28,38
5176,1987-01-01,2024-06-28,37
5177,1988-01-01,2024-06-28,36
5178,1989-01-01,2024-06-28,35
5179,1990-01-01,2024-06-28,34
5180,1991-01-01,2024-06-28,33
5181,1992-01-01,2024-06-28,32
5182,1993-01-01,2024-06-28,31
5183,1994-01-01,2024-06-28,30
5184,1995-01-01,2024-06-28,29
5185,1996-01-01,2024-06-28,28
5186,1997-01-01,2024-06-28,27
5187,1998-01-01,2024-06-28,26
5188,1999-01-01,2024-06-28,25
5189,2000-01-01,2024-06-28,24
5190,2001-01-01,2024-06-28,23
5191,2002-01-01,2024-06-28,22
5192,2003-01-01,2024-06-28,21
5193,2004-01-01,2024-06-28,20
5194,2005-01-01,2024-06-28,19
5195,2006-01-01,2024-06-28,18
5196,2007-01-01,2024-06-28,17
5197,2008-01-01,2024-06-28,16
5198,2009-01-01,2024-06-28,15
5199,2010-01-01,2024-06-28,14
5200,2011-01-01,2024-06-28,13
5201,2012-01-01,2024-06-28,12
5202,2013-01-01,2024-06-28,11
5203,2014-01-01,2024-06-28,10
5204,2015-01-01,2024-06-28,9
5205,2016-01-01,2024-06-28,8
5206,2017-01-01,2024-06-28,7
5207,2018-01-01,2024-06-28,6
5208,2019-01-01,2024-06-28,5
5209,2020-01-01,2024-06-28,4
5210,2021-01-01,2024-06-28,3
5211,2022-01-01,2024-06-28,2
5212,1970-01-01,2024-06-28,54
5213,1991-01-01,2024-06-28,33
5214,1992-01-01,2024-06-28,32
5215,1993-01-01,2024-06-28,31
5216,1994-01-01,2024-06-28,30
5217,1995-01-01,2024-06-28,29
5218,1996-01-01,2024-06-28,28
5219,1997-01-01,2024-06-28,27
5220,1998-01-01,2024-06-28,26
5221,1999-01-01,2024-06-28,25
5222,2000-01-01,2024-06-28,24
5223,2001-01-01,2024-06-28,23
5224,2002-01-01,2024-06-28,22
5225,2003-01-01,2024-06-28,21
5226,2004-01-01,2024-06-28,20
5227,2005-01-01,2024-06-28,19
5228,2006-01-01,2024-06-28,18
5229,2007-01-01,2024-06-28,17
5230,2008-01-01,2024-06-28,16
5231,2009-01-01,2024-06-28,15
5232,2010-01-01,2024-06-28,14
5233,2011-01-01,2024-06-28,13
5234,2012-01-01,2024-06-28,12
5235,2013-01-01,2024-06-28,11
5236,2014-01-01,2024-06-28,10
5237,2015-01-01,2024-06-28,9
5238,2016-01-01,2024-06-28,8
5239,2017-01-01,2024-06-28,7
5240,2018-01-01,2024-06-28,6
5241,2019-01-01,2024-06-28,5
5242,2020-01-01,2024-06-28,4
5243,1980-01-01,2024-06-28,44
5244,1981-01-01,2024-06-28,43
5245,1982-01-01,2024-06-28,42
5246,1983-01-01,2024-06-28,41
5247,1984-01-01,2024-06-28,40
5248,1985-01-01,2024-06-28,39
5249,1986-01-01,2024-06-28,38
5250,1987-01-01,2024-06-28,37
5251,1988-01-01,2024-06-28,36
5252,1989-01-01,2024-06-28,35
5253,1990-01-01,2024-06-28,34
5254,2021-01-01,2024-06-28,3
5255,2022-01-01,2024-06-28,2
5256,1990-01-01,2024-06-28,34
5257,1991-01-01,2024-06-28,33
5258,1992-01-01,2024-06-28,32
5259,1993-01-01,2024-06-28,31
5260,1994-01-01,2024-06-28,30
5261,1995-01-01,2024-06-28,29
5262,1996-01-01,2024-06-28,28
5263,1997-01-01,2024-06-28,27
5264,1998-01-01,2024-06-28,26
5265,1999-01-01,2024-06-28,25
5266,2000-01-01,2024-06-28,24
5267,2001-01-01,2024-06-28,23
5268,2002-01-01,2024-06-28,22
5269,2003-01-01,2024-06-28,21
5270,2004-01-01,2024-06-28,20
5271,2005-01-01,2024-06-28,19
5272,2006-01-01,2024-06-28,18
5273,2007-01-01,2024-06-28,17
5274,2008-01-01,2024-06-28,16
5275,2009-01-01,2024-06-28,15
5276,2010-01-01,2024-06-28,14
5277,2011-01-01,2024-06-28,13
5278,2012-01-01,2024-06-28,12
5279,2013-01-01,2024-06-28,11
5280,2014-01-01,2024-06-28,10
5281,2015-01-01,2024-06-28,9
5282,2016-01-01,2024-06-28,8
5283,2017-01-01,2024-06-28,7
5284,2018-01-01,2024-06-28,6
5285,2019-01-01,2024-06-28,5
5286,1990-01-01,2024-06-28,34
5287,1991-01-01,2024-06-28,33
5288,1992-01-01,2024-06-28,32
5289,1993-01-01,2024-06-28,31
5290,1994-01-01,2024-06-28,30
5291,1995-01-01,2024-06-28,29
5292,1996-01-01,2024-06-28,28
5293,1997-01-01,2024-06-28,27
5294,1998-01-01,2024-06-28,26
5295,1999-01-01,2024-06-28,25
5296,2000-01-01,2024-06-28,24
5297,2001-01-01,2024-06-28,23
5298,2002-01-01,2024-06-28,22
5299,2003-01-01,2024-06-28,21
5300,2004-01-01,2024-06-28,20
5301,2005-01-01,2024-06-28,19
5302,2006-01-01,2024-06-28,18
5303,2007-01-01,2024-06-28,17
5304,2008-01-01,2024-06-28,16
5305,2009-01-01,2024-06-28,15
5306,2010-01-01,2024-06-28,14
5307,2011-01-01,2024-06-28,13
5308,2012-01-01,2024-06-28,12
5309,2013-01-01,2024-06-28,11
5310,2014-01-01,2024-06-28,10
5311,2015-01-01,2024-06-28,9
5312,2016-01-01,2024-06-28,8
5313,2017-01-01,2024-06-28,7
5314,2018-01-01,2024-06-28,6
5315,2019-01-01,2024-06-28,5
5316,1980-01-01,2024-06-28,44
5317,1981-01-01,2024-06-28,43
5318,1982-01-01,2024-06-28,42
5319,1983-01-01,2024-06-28,41
5320,1984-01-01,2024-06-28,40
5321,1985-01-01,2024-06-28,39
5322,1986-01-01,2024-06-28,38
5323,1987-01-01,2024-06-28,37
5324,1988-01-01,2024-06-28,36
5325,1989-01-01,2024-06-28,35
5326,1990-01-01,2024-06-28,34
5327,1991-01-01,2024-06-28,33
5328,1992-01-01,2024-06-28,32
5329,1993-01-01,2024-06-28,31
5330,1994-01-01,2024-06-28,30
5331,1995-01-01,2024-06-28,29
5332,1996-01-01,2024-06-28,28
5333,1997-01-01,2024-06-28,27
5334,1998-01-01,2024-06-28,26
5335,1999-01-01,2024-06-28,25
5336,2000-01-01,2024-06-28,24
5337,2001-01-01,2024-06-28,23
5338,2002-01-01,2024-06-28,22
5339,2003-01-01,2024-06-28,21
5340,2004-01-01,2024-06-28,20
5341,2006-01-01,2024-06-28,18
5342,2007-01-01,2024-06-28,17
5343,2008-01-01,2024-06-28,16
5344,2009-01-01,2024-06-28,15
5345,2010-01-01,2024-06-28,14
5346,2011-01-01,2024-06-28,13
5347,2012-01-01,2024-06-28,12
5348,2013-01-01,2024-06-28,11
5349,2014-01-01,2024-06-28,10
5350,2015-01-01,2024-06-28,9
5351,2016-01-01,2024-06-28,8
5352,2017-01-01,2024-06-28,7
5353,2018-01-01,2024-06-28,6
5354,2019-01-01,2024-06-28,5
5355,2020-01-01,2024-06-28,4
5356,2005-01-01,2024-06-28,19
5357,2021-01-01,2024-06-28,3
5358,2022-01-01,2024-06-28,2
5359,2001-01-01,2024-06-28,23
5360,2002-01-01,2024-06-28,22
5361,2003-01-01,2024-06-28,21
5362,2004-01-01,2024-06-28,20
5363,2005-01-01,2024-06-28,19
5364,2006-01-01,2024-06-28,18
5365,2007-01-01,2024-06-28,17
5366,2008-01-01,2024-06-28,16
5367,2009-01-01,2024-06-28,15
5368,2010-01-01,2024-06-28,14
5369,2011-01-01,2024-06-28,13
5370,2012-01-01,2024-06-28,12
5371,2013-01-01,2024-06-28,11
5372,2014-01-01,2024-06-28,10
5373,2015-01-01,2024-06-28,9
5374,2016-01-01,2024-06-28,8
5375,2017-01-01,2024-06-28,7
5376,2018-01-01,2024-06-28,6
5377,2019-01-01,2024-06-28,5
5378,2020-01-01,2024-06-28,4
5379,1980-01-01,2024-06-28,44
5380,1981-01-01,2024-06-28,43
5381,1982-01-01,2024-06-28,42
5382,1983-01-01,2024-06-28,41
5383,1984-01-01,2024-06-28,40
5384,1985-01-01,2024-06-28,39
5385,1986-01-01,2024-06-28,38
5386,1987-01-01,2024-06-28,37
5387,1988-01-01,2024-06-28,36
5388,1989-01-01,2024-06-28,35
5389,1990-01-01,2024-06-28,34
5390,1991-01-01,2024-06-28,33
5391,1992-01-01,2024-06-28,32
5392,1993-01-01,2024-06-28,31
5393,1994-01-01,2024-06-28,30
5394,1995-01-01,2024-06-28,29
5395,1996-01-01,2024-06-28,28
5396,1997-01-01,2024-06-28,27
5397,1998-01-01,2024-06-28,26
5398,1999-01-01,2024-06-28,25
5399,2000-01-01,2024-06-28,24
5400,2001-01-01,2024-06-28,23
5401,2002-01-01,2024-06-28,22
5402,2003-01-01,2024-06-28,21
5403,2004-01-01,2024-06-28,20
5404,2005-01-01,2024-06-28,19
5405,2006-01-01,2024-06-28,18
5406,2007-01-01,2024-06-28,17
5407,2008-01-01,2024-06-28,16
5408,2009-01-01,2024-06-28,15
5409,2010-01-01,2024-06-28,14
5410,2011-01-01,2024-06-28,13
5411,2012-01-01,2024-06-28,12
5412,2013-01-01,2024-06-28,11
5413,2014-01-01,2024-06-28,10
5414,2015-01-01,2024-06-28,9
5415,2016-01-01,2024-06-28,8
5416,2017-01-01,2024-06-28,7
5417,2018-01-01,2024-06-28,6
5418,2019-01-01,2024-06-28,5
5419,2020-01-01,2024-06-28,4
5420,2021-01-01,2024-06-28,3
5421,2022-01-01,2024-06-28,2
5422,1971-01-01,2024-06-28,53
5423,1980-01-01,2024-06-28,44
5424,1981-01-01,2024-06-28,43
5425,1982-01-01,2024-06-28,42
5426,1983-01-01,2024-06-28,41
5427,1984-01-01,2024-06-28,40
5428,1985-01-01,2024-06-28,39
5429,1986-01-01,2024-06-28,38
5430,1987-01-01,2024-06-28,37
5431,1988-01-01,2024-06-28,36
5432,1989-01-01,2024-06-28,35
5433,1990-01-01,2024-06-28,34
5434,1991-01-01,2024-06-28,33
5435,1992-01-01,2024-06-28,32
5436,1993-01-01,2024-06-28,31
5437,1994-01-01,2024-06-28,30
5438,1995-01-01,2024-06-28,29
5439,1996-01-01,2024-06-28,28
5440,1997-01-01,2024-06-28,27
5441,1998-01-01,2024-06-28,26
5442,1999-01-01,2024-06-28,25
5443,2000-01-01,2024-06-28,24
5444,2001-01-01,2024-06-28,23
5445,2002-01-01,2024-06-28,22
5446,2003-01-01,2024-06-28,21
5447,2004-01-01,2024-06-28,20
5448,2005-01-01,2024-06-28,19
5449,2006-01-01,2024-06-28,18
5450,2007-01-01,2024-06-28,17
5451,2008-01-01,2024-06-28,16
5452,2009-01-01,2024-06-28,15
5453,2010-01-01,2024-06-28,14
5454,2011-01-01,2024-06-28,13
5455,2012-01-01,2024-06-28,12
5456,2013-01-01,2024-06-28,11
5457,2014-01-01,2024-06-28,10
5458,2015-01-01,2024-06-28,9
5459,2016-01-01,2024-06-28,8
5460,2017-01-01,2024-06-28,7
5461,2018-01-01,2024-06-28,6
5462,2019-01-01,2024-06-28,5
5463,2020-01-01,2024-06-28,4
5464,2021-01-01,2024-06-28,3
5465,2022-01-01,2024-06-28,2
5466,1973-01-01,2024-06-28,51
5467,1976-01-01,2024-06-28,48
5468,1977-01-01,2024-06-28,47
5469,1978-01-01,2024-06-28,46
5470,1980-01-01,2024-06-28,44
5471,1981-01-01,2024-06-28,43
5472,1982-01-01,2024-06-28,42
5473,1983-01-01,2024-06-28,41
5474,1984-01-01,2024-06-28,40
5475,1985-01-01,2024-06-28,39
5476,1986-01-01,2024-06-28,38
5477,1987-01-01,2024-06-28,37
5478,1988-01-01,2024-06-28,36
5479,1989-01-01,2024-06-28,35
5480,1990-01-01,2024-06-28,34
5481,1991-01-01,2024-06-28,33
5482,1992-01-01,2024-06-28,32
5483,1993-01-01,2024-06-28,31
5484,1994-01-01,2024-06-28,30
5485,1995-01-01,2024-06-28,29
5486,1996-01-01,2024-06-28,28
5487,1997-01-01,2024-06-28,27
5488,1998-01-01,2024-06-28,26
5489,1999-01-01,2024-06-28,25
5490,2000-01-01,2024-06-28,24
5491,2001-01-01,2024-06-28,23
5492,2002-01-01,2024-06-28,22
5493,2003-01-01,2024-06-28,21
5494,2004-01-01,2024-06-28,20
5495,2005-01-01,2024-06-28,19
5496,2006-01-01,2024-06-28,18
5497,2007-01-01,2024-06-28,17
5498,2008-01-01,2024-06-28,16
5499,2009-01-01,2024-06-28,15
5500,2010-01-01,2024-06-28,14
5501,2011-01-01,2024-06-28,13
5502,2012-01-01,2024-06-28,12
5503,2013-01-01,2024-06-28,11
5504,2014-01-01,2024-06-28,10
5505,2015-01-01,2024-06-28,9
5506,2016-01-01,2024-06-28,8
5507,2017-01-01,2024-06-28,7
5508,2018-01-01,2024-06-28,6
5509,2019-01-01,2024-06-28,5
5510,2020-01-01,2024-06-28,4
5511,2021-01-01,2024-06-28,3
5512,2022-01-01,2024-06-28,2
5513,1954-01-01,2024-06-28,70
5514,1963-01-01,2024-06-28,61
5515,1964-01-01,2024-06-28,60
5516,1965-01-01,2024-06-28,59
5517,1966-01-01,2024-06-28,58
5518,1968-01-01,2024-06-28,56
5519,1969-01-01,2024-06-28,55
5520,1970-01-01,2024-06-28,54
5521,1971-01-01,2024-06-28,53
5522,1972-01-01,2024-06-28,52
5523,1973-01-01,2024-06-28,51
5524,1974-01-01,2024-06-28,50
5525,1975-01-01,2024-06-28,49
5526,1976-01-01,2024-06-28,48
5527,1977-01-01,2024-06-28,47
5528,1978-01-01,2024-06-28,46
5529,1979-01-01,2024-06-28,45
5530,1980-01-01,2024-06-28,44
5531,1981-01-01,2024-06-28,43
5532,1982-01-01,2024-06-28,42
5533,1983-01-01,2024-06-28,41
5534,1984-01-01,2024-06-28,40
5535,1985-01-01,2024-06-28,39
5536,1986-01-01,2024-06-28,38
5537,1987-01-01,2024-06-28,37
5538,1988-01-01,2024-06-28,36
5539,1989-01-01,2024-06-28,35
5540,1990-01-01,2024-06-28,34
5541,1991-01-01,2024-06-28,33
5542,1992-01-01,2024-06-28,32
5543,1993-01-01,2024-06-28,31
5544,1994-01-01,2024-06-28,30
5545,1995-01-01,2024-06-28,29
5546,1996-01-01,2024-06-28,28
5547,1997-01-01,2024-06-28,27
5548,1998-01-01,2024-06-28,26
5549,1999-01-01,2024-06-28,25
5550,2000-01-01,2024-06-28,24
5551,2001-01-01,2024-06-28,23
5552,2002-01-01,2024-06-28,22
5553,2003-01-01,2024-06-28,21
5554,2004-01-01,2024-06-28,20
5555,2005-01-01,2024-06-28,19
5556,2006-01-01,2024-06-28,18
5557,2007-01-01,2024-06-28,17
5558,2008-01-01,2024-06-28,16
5559,2009-01-01,2024-06-28,15
5560,2010-01-01,2024-06-28,14
5561,2011-01-01,2024-06-28,13
5562,2012-01-01,2024-06-28,12
5563,2013-01-01,2024-06-28,11
5564,2014-01-01,2024-06-28,10
5565,2015-01-01,2024-06-28,9
5566,2016-01-01,2024-06-28,8
5567,2017-01-01,2024-06-28,7
5568,2018-01-01,2024-06-28,6
5569,2019-01-01,2024-06-28,5
5570,2020-01-01,2024-06-28,4
5571,2021-01-01,2024-06-28,3
5572,2022-01-01,2024-06-28,2
5573,1978-01-01,2024-06-28,46
5574,1980-01-01,2024-06-28,44
5575,1981-01-01,2024-06-28,43
5576,1982-01-01,2024-06-28,42
5577,1983-01-01,2024-06-28,41
5578,1984-01-01,2024-06-28,40
5579,1985-01-01,2024-06-28,39
5580,1986-01-01,2024-06-28,38
5581,1987-01-01,2024-06-28,37
5582,1988-01-01,2024-06-28,36
5583,1989-01-01,2024-06-28,35
5584,1990-01-01,2024-06-28,34
5585,1991-01-01,2024-06-28,33
5586,1992-01-01,2024-06-28,32
5587,1993-01-01,2024-06-28,31
5588,1994-01-01,2024-06-28,30
5589,1995-01-01,2024-06-28,29
5590,1996-01-01,2024-06-28,28
5591,1997-01-01,2024-06-28,27
5592,1998-01-01,2024-06-28,26
5593,1999-01-01,2024-06-28,25
5594,2000-01-01,2024-06-28,24
5595,2001-01-01,2024-06-28,23
5596,2002-01-01,2024-06-28,22
5597,2003-01-01,2024-06-28,21
5598,2004-01-01,2024-06-28,20
5599,2005-01-01,2024-06-28,19
5600,2006-01-01,2024-06-28,18
5601,2007-01-01,2024-06-28,17
5602,2008-01-01,2024-06-28,16
5603,2009-01-01,2024-06-28,15
5604,2010-01-01,2024-06-28,14
5605,2011-01-01,2024-06-28,13
5606,2012-01-01,2024-06-28,12
5607,2013-01-01,2024-06-28,11
5608,2014-01-01,2024-06-28,10
5609,2015-01-01,2024-06-28,9
5610,2016-01-01,2024-06-28,8
5611,2017-01-01,2024-06-28,7
5612,2018-01-01,2024-06-28,6
5613,2019-01-01,2024-06-28,5
5614,2020-01-01,2024-06-28,4
5615,2021-01-01,2024-06-28,3
5616,2022-01-01,2024-06-28,2
5617,1970-01-01,2024-06-28,54
5618,1971-01-01,2024-06-28,53
5619,1972-01-01,2024-06-28,52
5620,1973-01-01,2024-06-28,51
5621,1974-01-01,2024-06-28,50
5622,1980-01-01,2024-06-28,44
5623,1981-01-01,2024-06-28,43
5624,1982-01-01,2024-06-28,42
5625,1983-01-01,2024-06-28,41
5626,1984-01-01,2024-06-28,40
5627,1985-01-01,2024-06-28,39
5628,1986-01-01,2024-06-28,38
5629,1987-01-01,2024-06-28,37
5630,1988-01-01,2024-06-28,36
5631,1989-01-01,2024-06-28,35
5632,1990-01-01,2024-06-28,34
5633,1991-01-01,2024-06-28,33
5634,1992-01-01,2024-06-28,32
5635,1993-01-01,2024-06-28,31
5636,1994-01-01,2024-06-28,30
5637,1995-01-01,2024-06-28,29
5638,1996-01-01,2024-06-28,28
5639,1997-01-01,2024-06-28,27
5640,1998-01-01,2024-06-28,26
5641,1999-01-01,2024-06-28,25
5642,2000-01-01,2024-06-28,24
5643,2001-01-01,2024-06-28,23
5644,2002-01-01,2024-06-28,22
5645,2003-01-01,2024-06-28,21
